"predictors","val_mae","val_rmse","val_rsq","train_rmse","train_rsquared","train_mae","val_rmse_orig","val_rsq_orig","val_mae_orig","train_rmse_orig","train_rsq_orig","train_mae_orig","aic","apc","fpe","hsp","msep","rmse","press","sbc_SAS","sbc_R","pred_rsq","rsq","adj_rsq","test_rmse","test_rsquared","test_mae","fstat","f_num_df","f_denom_df","predictor_count","best_per_metric","predictor_count_limited","max_allowed_predictors"
"Engine_Cylinders  Engine_HP  Vehicle_Size  Factory_Tuner  Luxury  Exotic",0.145877909027201,0.194438159802746,0.925919532083936,0.205415731878039,0.902207431105145,0.156311484766947,26077.1722199955,0.864391012799959,10034.1860904298,24217.4711987289,0.827864791588884,10126.1231888963,-1314.02036515345,0.0981273111844701,0.0424022616047682,1.03521491951934e-05,173.171393636142,0.205742407051016,174.619662171544,-12860.6685726244,-1225.56822126779,0.901220771018985,0.902207431105146,0.901920087611821,0.215350007944286,0.902066703740832,0.162473680987041,3139.8220320427,12,4084,6,"val_mae_orig","Yes",6
"Engine_HP  Transmission_Type  Vehicle_Size  Factory_Tuner  Luxury  Exotic",0.146203216055994,0.194892179718185,0.925828495026309,0.203983582391422,0.903566288602163,0.153447460746069,27416.7238813252,0.848112173572315,10885.0191333676,23781.0394732079,0.83379438178855,10125.5927617726,-1379.34865248905,0.096763802341497,0.0417721562957479,1.01983143778796e-05,170.765124436235,0.204208000556173,171.604735421508,-12951.2689010702,-1316.16854971359,0.902926261317725,0.903566288602163,0.903377572924281,0.212750161843545,0.903759390435531,0.161060323745344,4787.9768058586,8,4088,6,"train_rmse_orig  train_rsq_orig","Yes",6
"Engine_Cylinders  Engine_HP  Transmission_Type  Luxury  Diesel  Exotic",0.140204301760196,0.189569941436874,0.929599504833097,0.197399403356502,0.909691189174036,0.148465970810159,26577.9512134247,0.860244994376121,10119.4775651914,24108.4502806129,0.830057394442984,9887.55503511721,-1640.19713275297,0.0906179363397937,0.0391573497366172,9.55993173996753e-06,159.919130922613,0.19771333006332,161.225219762547,-13186.845340224,-1551.74498886732,0.908797768233031,0.909691189174036,0.909425835175527,0.21307219230386,0.904299520236485,0.159016772294031,3428.21737861433,12,4084,6,"train_mae_orig","Yes",6
"Engine_Cylinders  Engine_HP  Transmission_Type  Driven_Wheels  Luxury  Hybrid  Exotic",0.136490303117532,0.186595964787842,0.931862413276519,0.196637573945057,0.910386907056282,0.147106158144103,27078.5499290846,0.855480063589488,10144.462938534,24635.41890078,0.822987567100021,9951.17052454915,-1665.88166154142,0.0899637433440846,0.0388937287856224,9.49557999496432e-06,158.725969268911,0.197022666258007,160.182282686991,-13193.5758381797,-1558.47548682312,0.909387739138472,0.910386907056282,0.910057527885943,0.207093347422598,0.909760815177999,0.154083562377029,2763.94802415022,15,4081,7,"val_mae  val_rmse  val_rsq","Yes",7
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Luxury  Diesel  Exotic",0.142558692396942,0.189197829252053,0.929891867350934,0.193630511552781,0.913106750643636,0.14509155715988,26319.8979076862,0.861653313921211,10253.6167812846,24363.4638988495,0.826126209153343,9882.7646265967,-1796.15566543286,0.0872332571797202,0.0376947933853065,9.20286990112773e-06,153.908483391778,0.193962192593841,155.273284348151,-13336.4858626263,-1701.38551126966,0.912164671958921,0.913106750643636,0.912830088326312,0.209120638445415,0.90789412778867,0.1547038423414,3300.43773028629,13,4083,7,"rmse  aic  apc  fpe  hsp  msep  sbc_SAS  sbc_R  press  pred_rsq  rsq  adj_rsq  train_rmse","Yes",7
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Driven_Wheels  Luxury  Exotic",0.140731174223807,0.187862934819891,0.930893109797125,0.194001291931214,0.912773650670701,0.144854835185221,26730.9072917377,0.857562137607006,10286.6768791183,24764.539548432,0.820602325520017,9957.09106225239,-1776.48009227213,0.0875676605519124,0.0378578382056784,9.24267593626361e-06,154.498482178012,0.194381221385826,155.981063128423,-13304.1742689105,-1669.07391755384,0.911764294124403,0.912773650670702,0.912453044142905,0.207268036390331,0.909698166927461,0.152013428593286,2847.02141576076,15,4081,7,"train_mae","Yes",7
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Luxury  Flex_Fuel  Exotic",0.148964464887264,0.194958963555092,0.925519436088437,0.201560663539543,0.905843564056244,0.152798842823499,25097.3136106276,0.871740329740046,10356.758527243,24169.8496476237,0.827798383059857,10098.8230129095,-1469.2597114946,0.0945248641597256,0.0408356042997274,9.96967273073879e-06,166.773303622776,0.201881207949775,168.102653594405,-13015.9079189656,-1380.80756760895,0.904907326556358,0.905843564056244,0.905566904597056,0.215116132622642,0.902669278194112,0.160517853861592,3274.21866114351,12,4084,7,"val_rmse_orig","Yes",7
"Engine_Cylinders  Engine_HP  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Exotic",0.145075959521198,0.193384206147732,0.926715140426263,0.205048861239545,0.902556432456362,0.156220998378346,25314.9997545212,0.871752962832133,9878.4569768623,23833.0226570817,0.832984473943495,10057.9575086755,-1326.66785905537,0.0978248580989562,0.0422715823437616,1.03202548120634e-05,172.595590658817,0.205400101440373,174.06925532125,-12866.9980562488,-1231.89770489217,0.901532126359053,0.902556432456363,0.902246178628768,0.21411672791108,0.903138487182754,0.161844355598289,2909.0904033479,13,4083,7,"val_rsq_orig  val_mae_orig","Yes",7
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Size  Luxury  Flex_Fuel  Exotic",0.13986862554125,0.18862113275174,0.930302654998127,0.199922507240093,0.907367831359844,0.150689211369312,25587.6088418242,0.86947325422919,9928.87311393914,23455.7161480573,0.83852355758967,9850.2860954966,-1532.12740701346,0.0929946324939691,0.0401942139978645,9.81308262972526e-06,164.07346594012,0.200289494957466,165.50028116757,-13066.1395939293,-1431.03924257271,0.906379442231347,0.907367831359844,0.907050131614386,0.211290657369534,0.905643721608627,0.158463631740892,2856.05463753185,14,4082,7,"train_rmse_orig  train_rsq_orig","Yes",7
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Luxury  Exotic",0.1394554980961,0.188796196868067,0.930272941131735,0.19639491496242,0.910607943190414,0.14815394191275,26304.2106781981,0.862534380992182,10043.036035375,23671.5309949721,0.835677903590032,9782.54325300592,-1671.99964421451,0.0897418423094523,0.038816818231873,9.47680292374007e-06,158.334462029499,0.196827768244853,159.858037777375,-13187.0578002978,-1551.95744894112,0.909571158701736,0.910607943190414,0.910235384973752,0.207971833652588,0.908477676236133,0.15576374540876,2444.20308683557,17,4079,7,"train_mae_orig","Yes",7
"Engine_Cylinders  Engine_HP  Transmission_Type  Driven_Wheels  Luxury  Hybrid  Diesel  Exotic",0.133941918674408,0.184896884824012,0.9330766107656,0.192669356864146,0.913967261395867,0.143522693950851,27143.681276506,0.855126408444768,10061.3996430974,24608.1213265941,0.823471262447989,9820.8936076758,-1830.93081662802,0.0864115520324292,0.0373580395322709,9.12066403529575e-06,152.421600579733,0.193070334107169,153.897945399095,-13352.3069829888,-1717.20663163218,0.912942676676635,0.913967261395867,0.913629878107223,0.205208161433981,0.911391383662407,0.152795143533922,2708.98794386106,16,4080,8,"val_mae","Yes",8
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Driven_Wheels  Luxury  Hybrid  Exotic",0.135780584803562,0.184850208623891,0.93321853480013,0.193556358341228,0.913173291599993,0.144051268280031,26657.1515505683,0.858940384529249,10067.1279486664,24239.0685775793,0.827908421841245,9765.66092669545,-1787.29426061847,0.0872090177814159,0.0377305484880622,9.21160909232896e-06,153.828252850282,0.194030529454384,155.396647207654,-13289.7163961466,-1654.61604478999,0.91209488778917,0.913173291599993,0.912768654008725,0.204361904477432,0.911986894811868,0.151758674791839,2256.76830651877,19,4077,8,"val_rmse  val_rsq","Yes",8
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Luxury  Diesel  Exotic",0.140779703537682,0.188335498601452,0.930600322796931,0.190900650947163,0.915539573371669,0.142433929033094,26374.2026782377,0.861195862648737,10238.8513954958,24288.8366173974,0.827074403703898,9773.9628477166,-1904.49918072994,0.0848323169608432,0.0366842849552829,8.95617228958619e-06,149.635983013086,0.191321394902762,151.120839095405,-13419.5573368132,-1784.45698545655,0.914513636189817,0.915539573371669,0.915187568651718,0.20542773973033,0.911082944091557,0.15091358681763,2600.92982133353,17,4079,8,"rmse  aic  fpe  hsp  press  pred_rsq  adj_rsq","Yes",8
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Driven_Wheels  Luxury  Exotic",0.138891079495385,0.185798111007996,0.93247624748283,0.190866986491202,0.915569359164392,0.142283958923485,26288.6056339644,0.861373171509342,10129.5705592621,24382.7626297875,0.825452493567593,9782.55976555001,-1901.94428254478,0.0848024000173695,0.0366893372630238,8.95740576977102e-06,149.58321242511,0.191334569226405,151.16203259806,-13404.3664180729,-1769.26606671629,0.914490333759949,0.915569359164392,0.915175887941464,0.203444880500527,0.912851154461487,0.14995007495548,2326.90297489035,19,4077,8,"apc  msep  rsq  train_rmse","Yes",8
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Driven_Wheels  Luxury  Diesel  Exotic",0.138319124940131,0.186563046533983,0.931828060889279,0.190985018791156,0.915464902922299,0.142022077981182,26778.763333098,0.857375958794069,10197.2736938364,24698.2835153767,0.82162829852689,9837.68371926134,-1902.87867239611,0.0849073161939926,0.0367077178959105,8.96189325303874e-06,149.768274389529,0.191382490644179,151.265274834083,-13424.2548387569,-1789.15448740026,0.9144319314681,0.915464902922299,0.91513339273768,0.206020869523728,0.910815623494451,0.151359830664207,2761.49857650975,16,4080,8,"sbc_SAS  sbc_R  train_mae","Yes",8
"Age  Engine_Cylinders  Engine_HP  Number_of_Doors  Vehicle_Size  Luxury  Flex_Fuel  Exotic",0.146160579468341,0.192260247391621,0.927596608911654,0.200720565494786,0.906626810072177,0.152099335717136,24832.9409341446,0.87436020713537,10164.0208166217,24177.1276632808,0.827820157027429,10081.6296658215,-1499.48339825382,0.0937843243257439,0.0405256219166872,9.89400372587095e-06,165.426456148526,0.201089018167663,166.924821820193,-13033.4955851697,-1398.39523381307,0.905573604987315,0.906626810072177,0.906306568852434,0.211361623006139,0.905722265770023,0.158815060962183,2831.07468426687,14,4082,8,"val_rmse_orig  val_rsq_orig","Yes",8
"Engine_Cylinders  Engine_HP  Vehicle_Size  Factory_Tuner  Luxury  Flex_Fuel  Diesel  Exotic",0.143275875195399,0.191822043571084,0.927881642583049,0.200659102903523,0.906683984876671,0.152287850207308,25380.9597113867,0.87149286808736,9807.19677907653,23776.3242580614,0.833805120833111,9906.12802408865,-1501.99286505745,0.0937268977730891,0.0405008070366142,9.88794537304903e-06,165.325161276885,0.201027442752604,166.810539045188,-13036.0050519733,-1400.9047006167,0.905638252715184,0.906683984876671,0.90636393974886,0.21157424889089,0.905472782454986,0.160120118394633,2832.98793228512,14,4082,8,"val_mae_orig","Yes",8
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Size  Luxury  Flex_Fuel  Exotic  Popularity",0.139815076162025,0.188483042790714,0.930413716980123,0.198606560353602,0.908583280571373,0.149597585688591,25572.3014809319,0.869302057909346,9944.47376071907,23303.6366634497,0.840414090849992,9770.6964593537,-1584.24094027607,0.0918192392304159,0.0396862012345986,9.68906593680428e-06,161.960236546396,0.19899550870238,163.386529825599,-13111.9351169144,-1476.83476555777,0.907575153671977,0.908583280571374,0.908247272046152,0.210116251547148,0.906708984266137,0.158246083404367,2704.04829750116,15,4081,8,"train_rmse_orig  train_rsq_orig","Yes",8
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Luxury  Diesel  Exotic",0.137139278714841,0.186613432816029,0.931854849447857,0.192640935016279,0.913992641965917,0.144970190218031,26321.7344217241,0.862469116170848,9948.33721651337,23646.3684209464,0.836039031885698,9661.74015443612,-1828.13965338504,0.0863860597084017,0.0373653348551357,9.12244512953176e-06,152.376634591513,0.193089184690382,153.916154571446,-13336.8797991907,-1701.7794478341,0.912932376072551,0.913992641965917,0.913613011646002,0.206185000895209,0.910084907594209,0.154723567103459,2407.58599621465,18,4078,8,"train_mae_orig","Yes",8
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Driven_Wheels  Luxury  Hybrid  Diesel  Exotic",0.132808595185512,0.182709196306049,0.93472691704747,0.189711739221115,0.916588320982752,0.140775220779534,26711.5477735821,0.858642886026288,9973.03302197771,24212.449018601,0.828352143425034,9646.77943256902,-1949.69023294135,0.0838198594871147,0.036264269921742,8.85363955867862e-06,147.814115492932,0.190199819234301,149.401257031657,-13445.7943581919,-1810.69400683532,0.915486373098788,0.916588320982752,0.916179038946357,0.202242669441237,0.913806556319611,0.150450715603255,2239.50293312831,20,4076,9,"val_mae  val_rmse","Yes",9
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Driven_Wheels  Luxury  Diesel  Exotic",0.136234491027004,0.18419503301892,0.933608251969793,0.187964753741746,0.918117462578367,0.139655315231549,26329.6586091751,0.861202090157195,10026.0848979688,24317.2243856826,0.826434282968332,9671.5901981205,-2025.49532741011,0.0822832349377649,0.0355994565020229,8.69133053095886e-06,145.104318554633,0.188448339205995,146.699310585356,-13521.5994526607,-1886.49910130408,0.917014816020935,0.918117462578367,0.917715683690136,0.202068151356255,0.914059633347289,0.148993871197864,2285.131174062,20,4076,9,"rmse  aic  apc  fpe  hsp  msep  sbc_SAS  sbc_R  press  pred_rsq  rsq  adj_rsq  train_rmse  train_mae","Yes",9
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hybrid  Exotic",0.133879412701562,0.18274652470063,0.93474386407865,0.191539415180223,0.914973409141972,0.143290532160343,26365.3480968952,0.861493969357269,9856.27346063898,23847.3159944442,0.833101197797221,9641.18508841589,-1869.12736769894,0.085442674003896,0.0369754445300759,9.02726731015579e-06,150.675906169687,0.192055758125854,152.34322960547,-13358.913482672,-1723.81313131536,0.913822151676581,0.914973409141972,0.914535235299513,0.20128519356988,0.914436178215385,0.15039053361426,2088.15159756717,21,4075,9,"val_rsq","Yes",9
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Number_of_Doors  Vehicle_Size  Luxury  Flex_Fuel  Exotic",0.144655254760967,0.192087920704175,0.927719359404843,0.19959153327723,0.907674284678605,0.150633250687398,24464.8577720646,0.877998906666309,10093.1926366854,23855.177048429,0.832172578726682,9985.25001149282,-1543.70390744694,0.0927775172069905,0.0400905797844914,9.78780336337416e-06,163.610709055051,0.199982410583398,165.126099315201,-13071.3980840853,-1436.29773272864,0.906591110232626,0.907674284678605,0.90733493507561,0.210796641908221,0.906196799913454,0.15821196780189,2674.74685889958,15,4081,9,"val_rmse_orig","Yes",9
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Size  Luxury  Flex_Fuel  Exotic",0.140257516264107,0.186060539128405,0.932189627587592,0.194543761837121,0.912285160884872,0.146458368752848,24540.5614534709,0.878092143291081,9894.12151287702,23543.013138491,0.836896250977229,9795.13783564324,-1751.59985609854,0.0881440773784758,0.0380977351796118,9.30126584680106e-06,155.439759901326,0.194948640031238,156.954853536534,-13272.9760224593,-1637.8756711027,0.911213438255676,0.912285160884872,0.911941181123636,0.205100293951858,0.911055228981744,0.152894483500993,2652.14778220485,16,4080,9,"val_rsq_orig","Yes",9
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Luxury  Flex_Fuel  Exotic",0.137305867145471,0.186076281547317,0.932240972534237,0.195115024223847,0.911769269167364,0.147474652428595,25026.2513328555,0.874221255755817,9757.37081706508,23175.876590182,0.842105796882747,9679.31280819702,-1721.57408012277,0.0886624936456168,0.0383500041913225,9.36285536470203e-06,156.353973340163,0.195593013730482,157.940802430103,-13223.9962156509,-1588.89586429428,0.910655704548541,0.911769269167364,0.911358088425196,0.206330573666187,0.909857501967536,0.156225403158638,2217.44156683829,19,4077,9,"val_mae_orig  train_rmse_orig  train_rsq_orig","Yes",9
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Diesel  Exotic",0.134933088139846,0.183831557313328,0.933851857842241,0.189783254834614,0.91652542174647,0.142374253157824,26365.0976831022,0.861657242360806,9830.2090811552,23735.4343197058,0.834643747206379,9570.91993112834,-1944.60192372449,0.0838830665248951,0.0363005220688962,8.86249023855786e-06,147.925579440016,0.190294863605793,149.577443375389,-13434.3880386975,-1799.28768734092,0.915386707625987,0.91652542174647,0.916095246005777,0.203217748886849,0.912824282226688,0.152932500633404,2130.58370114014,21,4075,9,"train_mae_orig","Yes",9
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hybrid  Diesel  Exotic",0.130769057539789,0.180499006347519,0.93631531011079,0.18790798333678,0.918166916560881,0.140051026104803,26391.2391967468,0.861402966665735,9744.76154443561,23823.6876729448,0.833473950687411,9517.03486847509,-2023.97050933175,0.0822736923073665,0.0356040886373506,8.69247282653694e-06,145.052180786247,0.188437659443126,146.72681674528,-13507.4386140273,-1872.33826267063,0.91699925627677,0.918166916560881,0.917725009875643,0.199280255449079,0.916123576271357,0.149075082042408,2077.73936722834,22,4074,10,"val_mae  val_rmse  val_rsq","Yes",10
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Driven_Wheels  Luxury  Hybrid  Diesel  Exotic",0.132806059734756,0.181378616448368,0.935710822464007,0.186145448474289,0.919694868914663,0.137235443751608,26371.1264408169,0.860841334593622,9966.01668923231,24389.0039784863,0.825475904522327,9612.56967423668,-2103.19112180248,0.0807375130931388,0.0349307302511529,8.52807739616483e-06,142.343828470299,0.1866472506182,143.962385159725,-13592.9772367755,-1957.8768854189,0.918563045927924,0.919694868914663,0.91928102652134,0.198215692497779,0.917230637580626,0.145652192774075,2222.33121534357,21,4075,10,"rmse  aic  apc  fpe  hsp  msep  sbc_SAS  sbc_R  press  pred_rsq  rsq  adj_rsq  train_rmse  train_mae","Yes",10
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Size  Luxury  Flex_Fuel  Exotic",0.139318999183484,0.186256117244666,0.932025784288406,0.193340582666843,0.913366771667775,0.145083616278421,24159.8952277617,0.881686278307045,9833.6425273385,23214.3492737568,0.841196649030158,9697.03502807009,-1800.43398684436,0.0870996823271609,0.0376463413487769,9.19107360185272e-06,153.560615951751,0.193766704218161,155.083723743471,-13315.4921429276,-1680.39179157097,0.912271903012644,0.913366771667775,0.913005711387891,0.20418304251414,0.911818241331884,0.152570850287306,2529.67945396987,17,4079,10,"val_rmse_orig  val_rsq_orig","Yes",10
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Luxury  Flex_Fuel  Diesel  Exotic",0.135195423635845,0.183966312911216,0.933748804365059,0.19136758171098,0.915125898491885,0.144259234007946,25101.8688616076,0.873590562693289,9678.29820331048,23171.7394381339,0.842184104011173,9560.80393341274,-1878.48165243611,0.0853310839440369,0.0369090610557568,9.01107211444223e-06,150.442498298191,0.191859921785391,152.049487315668,-13374.5857776867,-1739.48542633008,0.913988316451755,0.915125898491885,0.914709440682719,0.204332204194267,0.911615379045254,0.155062266423228,2197.4036225269,20,4076,10,"val_mae_orig","Yes",10
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Luxury  Flex_Fuel  Exotic  Popularity",0.138042125885658,0.185862168443067,0.932422160938859,0.193520809347846,0.913205182245825,0.146110213170462,25080.8060537312,0.873412787355522,9826.9296267124,23025.4157202804,0.84395682282351,9582.15568920766,-1786.79932718871,0.0872621417851565,0.0377443197735159,9.2149943038627e-06,153.84703920578,0.194018689128855,155.430223287426,-13282.9034524393,-1647.80310108268,0.912075894399589,0.913205182245825,0.912779299921222,0.204952671645703,0.911072537592853,0.155720519326743,2144.26645458043,20,4076,10,"train_rmse_orig  train_rsq_orig","Yes",10
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Diesel  Exotic  Popularity",0.134979179561788,0.18395182238473,0.933786756874633,0.188648117927583,0.917520996396161,0.141419316514595,26449.6049103761,0.860503504655953,9851.15891064032,23655.9876687587,0.835609784496515,9504.65636206417,-1991.75926311041,0.0829230902605411,0.0358851167720716,8.76108375067649e-06,146.197098276448,0.189179880329578,147.849061607854,-13475.2273678059,-1840.12701644929,0.916364422370471,0.917520996396161,0.917075601678614,0.20195554341095,0.913904913337683,0.151901911582279,2060.01768824382,22,4074,10,"train_mae_orig","Yes",10
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hybrid  Diesel  Exotic",0.129039922263529,0.178482279794468,0.937725625890734,0.18688952861372,0.919051577552823,0.139547128192099,26012.7330229265,0.864698111343002,9601.18391931987,23865.426198508,0.833027631920044,9502.73249556045,-2066.50249407043,0.0814240068140638,0.0352364111160148,8.60271940397388e-06,143.519219533601,0.187439339643068,145.239188530164,-13543.6525884884,-1908.55223713176,0.917840781029894,0.919051577552823,0.91859446640225,0.198157158178646,0.917073864424917,0.149191687940249,2010.56477489152,23,4073,11,"val_mae  val_rmse  val_rsq  val_mae_orig","Yes",11
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hybrid  Diesel  Exotic",0.131796660103763,0.179471816297397,0.937078268348519,0.184578338474814,0.92104131319819,0.136817876084276,26147.9165923443,0.862793993956758,9824.2730188947,24046.8575091428,0.830076309998996,9495.28071151674,-2168.46628715665,0.0794225811673528,0.0343702899354803,8.39126207191344e-06,139.991475591615,0.185121350204925,141.69627773069,-13645.6163815746,-2010.51603021798,0.919844942490113,0.92104131319819,0.920595437971959,0.195296097948386,0.919449288247935,0.14493048418004,2065.69295401852,23,4073,11,"rmse  aic  apc  fpe  hsp  msep  sbc_SAS  sbc_R  press  pred_rsq  rsq  adj_rsq  train_rmse","Yes",11
"Age  city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Driven_Wheels  Luxury  Hybrid  Diesel  Exotic",0.133102274972444,0.181292702725961,0.935718195716214,0.185054386430606,0.920633501602128,0.136337873343129,26050.7504741472,0.863756864070286,9960.49112779569,24099.7252939939,0.829220481896896,9533.13136187586,-2149.36026031638,0.0798327887189365,0.0345393280500709,8.43253152650153e-06,140.714513795625,0.185576018801547,142.368235961674,-13632.8283650119,-1997.72801365525,0.919464827701557,0.920633501602128,0.920204914718291,0.19677341706263,0.918400768223373,0.144508284300503,2148.06737284944,22,4074,11,"train_mae","Yes",11
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Size  Luxury  Flex_Fuel  Hatchback  Exotic",0.138540267068655,0.18544451931376,0.932614047117146,0.192439771299925,0.914172173136367,0.144128815974963,24026.8467034999,0.882787824257394,9796.84071518454,23160.5334570447,0.84181788092643,9657.33587700278,-1836.70064132711,0.0863320784780096,0.0373145822608798,9.11009012268431e-06,152.170262907492,0.192887552892981,153.67975517519,-13345.4407871328,-1710.34043577618,0.913066102995416,0.914172173136367,0.913793335254183,0.203673854997777,0.912228685441544,0.15169260961182,2413.095986776,18,4078,11,"val_rmse_orig  val_rsq_orig","Yes",11
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Luxury  Flex_Fuel  Hatchback  Exotic  Popularity",0.137680351428972,0.185383211811679,0.9327589112869,0.19304253328935,0.913633669355842,0.145629220487614,24971.3215792175,0.874268796710357,9796.91985602699,22938.5748620247,0.844997314143023,9541.31928409784,-1805.07541439502,0.0868737460506356,0.0375763458596036,9.1739978453687e-06,153.125014587147,0.193562928270074,154.704129870004,-13294.8615293681,-1659.76117801144,0.912486632497746,0.913633669355842,0.91318859133289,0.204927443142769,0.911086824520897,0.155225902255408,2052.74945569581,21,4075,11,"train_rmse_orig  train_rsq_orig","Yes",11
"Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Vehicle_Size  Driven_Wheels  Factory_Tuner  Luxury  Diesel  Exotic  Popularity",0.134760084007659,0.183179468307505,0.93436934402935,0.187419196340298,0.918592091943506,0.140552422756252,26570.5094249154,0.861587464906438,9817.46111093535,23618.6449937312,0.836248455146594,9442.02649315721,-2043.31254438939,0.0818861919716362,0.035436422720223,8.65155081597202e-06,144.333874273527,0.187970565601186,146.055706808131,-13520.4626388073,-1885.36228745071,0.91737889120063,0.918592091943506,0.918132386103757,0.199401546424751,0.916040061352907,0.150201083267254,1998.21714782704,23,4073,11,"train_mae_orig","Yes",11
"Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.128665351746232,0.177839805480532,0.938158332544992,0.186394990849913,0.919479414111738,0.138919672764237,25960.9918131281,0.865043588203089,9581.03418898418,23824.0461208628,0.833487383264997,9466.79757361586,-2086.21378717869,0.0810332047014582,0.035067315973303,8.56144929111582e-06,142.795642300569,0.186966300320742,144.503051356917,-13557.0458713191,-1921.94551996247,0.918257200701616,0.919479414111738,0.919004833055422,0.198308799222292,0.916958647163661,0.148785328560386,1937.45494447155,24,4072,12,"val_mae","Yes",12
"Age  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Style  Vehicle_Size  Driven_Wheels  Luxury  Hybrid  Diesel  Exotic",0.130603966440774,0.177041940908144,0.938769356414473,0.183115344303004,0.922288028289887,0.136108424119896,25708.6766735526,0.86671062303922,9720.44358108212,24120.1516356588,0.829185368685597,9489.72071828015,-2231.67185399687,0.0782067100216857,0.0338441435417348,8.2628199704363e-06,137.81483073395,0.18367660150191,139.559523845326,-13702.5039381373,-2067.40358678065,0.921053666059347,0.922288028289887,0.921830000951713,0.193606702320464,0.920837117873845,0.143771956388481,2013.60912640637,24,4072,12,"val_rmse  rmse  aic  apc  fpe  hsp  msep  sbc_SAS  sbc_R  press  pred_rsq  val_rsq  rsq  adj_rsq  train_rmse","Yes",12
"Age  city_mpg  Engine_Cylinders  Engine_HP  Transmission_Type  Vehicle_Style  Driven_Wheels  Luxury  Hatchback  Hybrid  Diesel  Exotic",0.132328596667967,0.180695232312339,0.936129247343311,0.184656947095531,0.92097404468549,0.135555633781296,26040.175366108,0.863778948207913,9944.66641605221,24113.2564845785,0.828983320336214,9511.70857350132,-2164.97735165638,0.0795290588498129,0.0344079433181286,8.40046789306637e-06,140.145056361253,0.185200190084649,141.788467584076,-13642.1274460743,-2007.02709471771,0.919792792334031,0.92097404468549,0.920527789597782,0.196665327697556,0.918467428981609,0.144300043324409,2063.78385379574,23,4073,12,"train_mae","Yes",12
"Age  highway_MPG  Engine_Cylinders  Engine_HP  Transmission_Type  Number_of_Doors  Vehicle_Size  Performance  Luxury  Flex_Fuel  Hatchback  Exotic",0.138544181192774,0.185598404376054,0.932494033726164,0.192267155036308,0.914326077229269,0.144095076191603,23995.143882892,0.882904931940755,9802.29586515736,23137.6796482039,0.84202307034448,9663.65711167746,-1842.05386354467,0.0862193493113874,0.0372658739520865,9.09821243156441e-06,151.93459778637,0.192738167880878,153.476409843325,-13344.4759990728,-1709.37564771619,0.913181131823492,0.914326077229269,0.913926811952682,0.203704634912338,0.912192610344574,0.151523584803659,2290.02152415017,19,4077,12,"val_rmse_orig","Yes",12
